,Date,Defect ID,Defect Qty,Downtime min,Vendor,Sub Category,Category,Material Type,Plant,Defect,Defect Type
5102,2013-07-29,67,14240,62,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Unsealed Cartons,Rejected
5103,2013-07-27,67,32040,52,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Unsealed Cartons,Rejected
5104,2013-07-22,93,44500,30,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Sealed Together Internally,Rejected
5105,2013-07-16,67,19580,30,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Unsealed Cartons,Rejected
5106,2013-06-11,33,8366,10,Solholdings,Packaging,Packaging,Labels,"Rockford, IL",No Bar Code,Rejected
5107,2013-06-03,33,9078,20,Solholdings,Packaging,Packaging,Labels,"Rockford, IL",No Bar Code,Rejected
5108,2013-02-14,67,16421,15,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Unsealed Cartons,Rejected
5109,2013-02-09,68,15764,540,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Inside Scoring,Rejected
5110,2013-02-09,68,52546,120,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Inside Scoring,Rejected
5111,2013-02-07,93,10947,25,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Sealed Together Internally,Rejected
5112,2013-02-04,67,66777,30,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Unsealed Cartons,Rejected
5113,2013-02-02,67,42694,20,Instrip,Packaging,Packaging,Carton,"Rockford, IL",Unsealed Cartons,Rejected
5114,2013-01-08,93,39410,15,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Sealed Together Internally,Rejected
5115,2013-01-08,67,33936,20,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Unsealed Cartons,Rejected
5116,2014-12-24,124,113030,60,Ganjazone,Packaging,Packaging,Electrolytes,"Detriot, MI",Split hinges,Rejected
5117,2014-12-14,25,42720,30,Vaiazozice,Packaging,Packaging,Pump,"Detriot, MI",Misc,Rejected
5118,2014-12-14,77,4450,45,Yearlex,Packaging,Packaging,Labels,"Detriot, MI",Wrong Ink,Rejected
5119,2014-12-09,166,17800,30,Keyzunbase,Packaging,Packaging,Molds,"Detriot, MI",Other,Rejected
5120,2014-10-28,222,1157,5,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Smeared Print,Rejected
5121,2014-10-15,166,63440,45,Solholdings,Packaging,Packaging,Molds,"Detriot, MI",Other,Rejected
5122,2014-10-12,166,18397,45,Keyzunbase,Packaging,Packaging,Molds,"Detriot, MI",Other,Rejected
5123,2014-10-12,166,6942,30,Keyzunbase,Packaging,Packaging,Molds,"Detriot, MI",Other,Rejected
5124,2014-10-01,299,12282,20,Ganjazone,Packaging,Packaging,Electrolytes,"Detriot, MI",Short Walls,Rejected
5125,2014-10-01,299,2893,20,Ganjazone,Packaging,Packaging,Electrolytes,"Detriot, MI",Short Walls,Rejected
5126,2014-09-17,166,108712,120,Solholdings,Packaging,Packaging,Molds,"Detriot, MI",Other,Rejected
5127,2014-09-17,37,23069,30,Keyzunbase,Packaging,Packaging,Molds,"Detriot, MI",Incorrect Dimensions,Rejected
5128,2014-07-16,222,74760,5,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Smeared Print,Rejected
5129,2014-07-16,166,1651,60,Keyzunbase,Packaging,Packaging,Molds,"Detriot, MI",Other,Rejected
5130,2014-07-06,77,4450,15,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Wrong Ink,Rejected
5131,2014-07-06,182,4361,5,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Wrong Registration,Rejected
5132,2014-06-29,182,11837,15,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Wrong Registration,Rejected
5133,2014-06-28,60,7120,30,Yearlex,Packaging,Packaging,Labels,"Detriot, MI",Wrong Registration,Rejected
5134,2014-06-15,166,73621,60,Keyzunbase,Packaging,Packaging,Molds,"Detriot, MI",Other,Rejected
5135,2014-06-15,166,48432,120,Solholdings,Packaging,Packaging,Molds,"Detriot, MI",Other,Rejected
5136,2014-06-10,25,18423,10,Ganjazone,Packaging,Packaging,Electrolytes,"Detriot, MI",Misc,Rejected
5137,2014-05-31,25,10146,15,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Misc,Rejected
5138,2014-05-21,25,15397,20,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Misc,Rejected
5139,2014-05-03,69,19580,30,Ganjazone,Packaging,Packaging,Electrolytes,"Detriot, MI",Foreign Material,Rejected
5140,2014-05-03,120,10013,40,hottaxon,Packaging,Packaging,Electrolytes,"Detriot, MI",Ejector Pin Wrong,Rejected
5141,2014-05-03,268,2136,30,xx-way,Packaging,Packaging,Carton,"Detriot, MI",Poor Seam,Rejected
5142,2014-04-20,222,97900,15,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Smeared Print,Rejected
5143,2014-04-20,115,32553,180,Solholdings,Packaging,Packaging,Molds,"Detriot, MI",Soft Parts,Rejected
5144,2014-04-20,125,18423,15,Ganjazone,Packaging,Packaging,Electrolytes,"Detriot, MI",Color Deviation,Rejected
5145,2014-04-20,154,10591,5,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Print Impression,Rejected
5146,2014-04-20,154,6853,15,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Print Impression,Rejected
5147,2014-04-14,109,4094,10,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Wrong Shade of Color,Rejected
5148,2014-04-12,140,641,20,Keyzunbase,Packaging,Packaging,Molds,"Detriot, MI",Wrong Coloring,Rejected
5149,2014-04-12,154,445,5,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Print Impression,Rejected
5150,2014-04-10,260,15041,60,Vaiazozice,Packaging,Packaging,Pump,"Detriot, MI",Damaged Parts,Rejected
5151,2014-04-01,166,2592,60,Solholdings,Packaging,Packaging,Molds,"Detriot, MI",Other,Rejected
5152,2014-04-01,25,1602,10,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Misc,Rejected
5153,2014-04-01,77,1247,15,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Wrong Ink,Rejected
5154,2014-03-15,125,8010,20,hottaxon,Packaging,Packaging,Electrolytes,"Detriot, MI",Color Deviation,Rejected
5155,2014-03-04,223,70008,40,Solholdings,Packaging,Packaging,Molds,"Detriot, MI",Spring damanged,Rejected
5156,2014-03-03,25,25187,40,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Misc,Rejected
5157,2014-03-03,119,16715,50,Ganjazone,Packaging,Packaging,Electrolytes,"Detriot, MI",Incomplete Molding,Rejected
5158,2014-03-03,140,10324,180,Solholdings,Packaging,Packaging,Molds,"Detriot, MI",Wrong Coloring,Rejected
5159,2014-03-03,246,9356,90,Keyzunbase,Packaging,Packaging,Molds,"Detriot, MI",Water Damage,Rejected
5160,2014-03-03,236,9256,30,Keyzunbase,Packaging,Packaging,Molds,"Detriot, MI",Top Too Small,Rejected
5161,2014-03-03,25,2670,35,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Misc,Rejected
5162,2014-02-28,245,29815,150,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Streaks,Rejected
5163,2014-02-16,233,10413,45,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Bad Labels,Rejected
5164,2014-01-20,239,80314,285,Keyzunbase,Packaging,Packaging,Molds,"Detriot, MI",Bulging Packaging,Rejected
5165,2014-01-18,76,4361,10,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",No Print,Rejected
5166,2013-11-08,77,8544,5,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Wrong Ink,Rejected
5167,2013-10-14,154,12994,5,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Print Impression,Rejected
5168,2013-10-11,139,9612,40,Solholdings,Packaging,Packaging,Molds,"Detriot, MI",Parting Tops,Rejected
5169,2013-09-22,77,14240,5,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Wrong Ink,Rejected
5170,2013-06-09,76,7120,20,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",No Print,Rejected
5171,2013-06-09,77,3382,10,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Wrong Ink,Rejected
5172,2013-06-03,89,1246,10,Solholdings,Packaging,Packaging,Molds,"Detriot, MI",Mixed Product,Rejected
5173,2013-06-02,105,3525,30,Solholdings,Packaging,Packaging,Molds,"Detriot, MI",Wrong Labeling,Rejected
5174,2013-06-01,122,2848,40,hottaxon,Packaging,Packaging,Electrolytes,"Detriot, MI",Bad Fit,Rejected
5175,2013-05-26,121,4450,180,Ganjazone,Packaging,Packaging,Electrolytes,"Detriot, MI",Open Caps,Rejected
5176,2013-03-08,77,8544,5,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Wrong Ink,Rejected
5177,2013-02-14,154,12994,5,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Print Impression,Rejected
5178,2013-02-11,139,9612,40,Solholdings,Packaging,Packaging,Molds,"Detriot, MI",Parting Tops,Rejected
5179,2013-01-22,77,14240,5,Bamtechnology,Packaging,Packaging,Labels,"Detriot, MI",Wrong Ink,Rejected
5180,2014-12-31,25,1,75,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Misc,Rejected
5181,2014-12-23,49,12460,119,Gravemedia,Goods & Services,Goods & Services,Film,"Monon, IN",Slitting Erorrs,Rejected
5182,2014-12-22,25,185120,15,Gravemedia,Goods & Services,Goods & Services,Film,"Monon, IN",Misc,Rejected
5183,2014-12-09,46,7251,45,Gravemedia,Goods & Services,Goods & Services,Film,"Monon, IN",Film Not Sealing,Rejected
5184,2014-12-09,46,2,45,Gravemedia,Goods & Services,Goods & Services,Film,"Monon, IN",Film Not Sealing,Rejected
5185,2014-12-01,225,2,20,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",No Varnish,Rejected
5186,2014-11-30,285,9532,10,Dentocity,Materials & Components,Materials & Components,Film,"Chicago, IL",Wrong Makeup,Rejected
5187,2014-11-30,285,7103,10,Dentocity,Materials & Components,Materials & Components,Film,"Chicago, IL",Wrong Makeup,Rejected
5188,2014-11-30,285,1215,25,Dentocity,Materials & Components,Materials & Components,Film,"Chicago, IL",Wrong Makeup,Rejected
5189,2014-11-15,74,71200,60,Gravemedia,Goods & Services,Goods & Services,Film,"Monon, IN",Film Not Intact,Rejected
5190,2014-11-15,74,64086,30,Gravemedia,Goods & Services,Goods & Services,Film,"Monon, IN",Film Not Intact,Rejected
5191,2014-11-15,74,58701,30,Gravemedia,Goods & Services,Goods & Services,Film,"Monon, IN",Film Not Intact,Rejected
5192,2014-10-29,46,8476,15,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Film Not Sealing,Rejected
5193,2014-10-21,53,15721,20,Solholdings,Logistics,Logistics,Film,"Davenport, IA",Creases / Wrinkles,Rejected
5194,2014-10-20,285,50853,30,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Wrong Makeup,Rejected
5195,2014-10-08,147,15602,30,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Printing Defect,Rejected
5196,2014-10-07,53,6878,10,Solholdings,Logistics,Logistics,Film,"Davenport, IA",Creases / Wrinkles,Rejected
5197,2014-10-05,109,15,20,Solholdings,Packaging,Packaging,Film,"Rockford, IL",Wrong Shade of Color,Rejected
5198,2014-10-03,45,1,10,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Split Seams,Rejected
5199,2014-10-02,45,11570,80,Zentrax,Logistics,Logistics,Film,"Naperville, IL",Split Seams,Rejected
5200,2014-10-01,53,8844,30,Solholdings,Logistics,Logistics,Film,"Davenport, IA",Creases / Wrinkles,Rejected
5201,2014-10-01,53,705,10,Solholdings,Logistics,Logistics,Film,"Davenport, IA",Creases / Wrinkles,Rejected
5202,2014-09-27,37,17800,15,Gravemedia,Goods & Services,Goods & Services,Film,"Monon, IN",Incorrect Dimensions,Rejected
5203,2014-09-27,45,8476,15,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Split Seams,Rejected
5204,2014-09-27,25,983,30,Solholdings,Logistics,Logistics,Film,"Madison, WI",Misc,Rejected
5205,2014-09-24,46,8476,15,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Film Not Sealing,Rejected
5206,2014-09-24,254,8476,15,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Seams,Rejected
5207,2014-09-24,46,8476,15,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Film Not Sealing,Rejected
5208,2014-09-17,46,11992,75,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Film Not Sealing,Rejected
5209,2014-09-10,46,9537,27,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Film Not Sealing,Rejected
5210,2014-09-10,158,9022,30,Dentocity,Materials & Components,Materials & Components,Film,"Chicago, IL",Expired,Rejected
5211,2014-09-06,53,19828,25,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Creases / Wrinkles,Rejected
5212,2014-08-28,42,12460,15,Gravemedia,Goods & Services,Goods & Services,Film,"Monon, IN",Damaged Rolls,Rejected
5213,2014-08-26,45,8476,15,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Split Seams,Rejected
5214,2014-08-17,33,17355,15,Solholdings,Packaging,Packaging,Film,"Rockford, IL",No Bar Code,Rejected
5215,2014-08-07,54,54,39,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Splice,Rejected
5216,2014-08-06,45,1044,10,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Split Seams,Rejected
5217,2014-07-14,158,4895,18,Solholdings,Packaging,Packaging,Film,"Rockford, IL",Expired,Rejected
5218,2014-07-09,45,8476,15,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Split Seams,Rejected
5219,2014-07-02,33,7743,15,Solholdings,Packaging,Packaging,Film,"Rockford, IL",No Bar Code,Rejected
5220,2014-07-02,33,7743,15,Solholdings,Packaging,Packaging,Film,"Rockford, IL",No Bar Code,Rejected
5221,2014-06-30,45,8476,15,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Split Seams,Rejected
5222,2014-06-30,254,2,92,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Seams,Rejected
5223,2014-06-16,147,5785,60,Solholdings,Electrical,Electrical,Film,"Grand Rapids, MI",Printing Defect,Rejected
5224,2014-06-14,109,48060,10,Solholdings,Packaging,Packaging,Film,"Rockford, IL",Wrong Shade of Color,Rejected
5225,2014-06-14,33,16020,15,Solholdings,Packaging,Packaging,Film,"Rockford, IL",No Bar Code,Rejected
5226,2014-06-09,45,16951,30,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Split Seams,Rejected
5227,2014-06-09,33,4895,19,Runhigh,Packaging,Packaging,Film,"Rockford, IL",No Bar Code,Rejected
5228,2014-06-08,25,8476,15,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Misc,Rejected
5229,2014-06-04,25,13795,30,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Misc,Rejected
5230,2014-05-30,45,5518,9,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Split Seams,Rejected
5231,2014-05-30,45,5518,14,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Split Seams,Rejected
5232,2014-05-30,54,1,2,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Splice,Rejected
5233,2014-05-27,45,1,15,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Split Seams,Rejected
5234,2014-05-24,25,14952,10,Zoodrill,Mechanicals,Mechanicals,Film,"Toledo, OH",Misc,Rejected
5235,2014-05-24,45,8476,15,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Split Seams,Rejected
5236,2014-05-24,26,8476,15,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Loose Core,Rejected
5237,2014-05-20,45,25427,45,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Split Seams,Rejected
5238,2014-05-20,254,16951,30,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Seams,Rejected
5239,2014-05-14,45,8476,15,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Split Seams,Rejected
5240,2014-05-13,109,59446,5,Solholdings,Packaging,Packaging,Film,"Rockford, IL",Wrong Shade of Color,Rejected
5241,2014-05-13,45,16951,30,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Split Seams,Rejected
5242,2014-05-12,25,16951,45,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Misc,Rejected
5243,2014-05-10,158,5340,12,Solholdings,Packaging,Packaging,Film,"Rockford, IL",Expired,Rejected
5244,2014-05-07,46,1,27,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Film Not Sealing,Rejected
5245,2014-04-24,45,1113,5,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Split Seams,Rejected
5246,2014-04-24,45,45,2,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Split Seams,Rejected
5247,2014-04-24,147,45,3,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Printing Defect,Rejected
5248,2014-04-23,171,24297,10,Solholdings,Packaging,Packaging,Film,"Rockford, IL",Color Variation,Rejected
5249,2014-04-16,171,6782,5,Solholdings,Packaging,Packaging,Film,"Rockford, IL",Color Variation,Rejected
5250,2014-04-07,51,13,45,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",No Adhesive,Rejected
5251,2014-03-21,254,133429,63,Zentrax,Logistics,Logistics,Film,"Naperville, IL",Seams,Rejected
5252,2014-03-21,254,100072,280,Zentrax,Logistics,Logistics,Film,"Naperville, IL",Seams,Rejected
5253,2014-03-21,54,9,2,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Splice,Rejected
5254,2014-03-18,254,66715,9,Zentrax,Logistics,Logistics,Film,"Naperville, IL",Seams,Rejected
5255,2014-03-18,45,33358,22,Zentrax,Logistics,Logistics,Film,"Naperville, IL",Split Seams,Rejected
5256,2014-03-17,46,14,3,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Film Not Sealing,Rejected
5257,2014-01-27,46,1039,4,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Film Not Sealing,Rejected
5258,2013-10-09,57,46725,10,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Wrong Label,Rejected
5259,2013-09-07,74,2466,25,xx-way,Packaging,Packaging,Film,"Detriot, MI",Film Not Intact,Rejected
5260,2013-07-16,50,11125,15,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Tension Issues,Rejected
5261,2013-06-19,153,42293,45,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Wrong Cut,Rejected
5262,2013-06-19,50,9568,30,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Tension Issues,Rejected
5263,2013-06-09,147,54,15,Fasezim,Mechanicals,Mechanicals,Film,"Toledo, OH",Printing Defect,Rejected
5264,2013-06-02,50,186900,60,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Tension Issues,Rejected
5265,2013-05-20,33,9434,30,Solholdings,Packaging,Packaging,Film,"Rockford, IL",No Bar Code,Rejected
5266,2013-05-19,136,57850,30,Solholdings,Mechanicals,Mechanicals,Film,"Gary, IN",Bad Film,Rejected
5267,2013-05-01,60,15215,60,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Wrong Registration,Rejected
5268,2013-04-30,50,7565,18,Dentocity,Materials & Components,Materials & Components,Film,"Chicago, IL",Tension Issues,Rejected
5269,2013-04-28,53,2047,30,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Creases / Wrinkles,Rejected
5270,2013-02-09,57,46725,10,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Wrong Label,Rejected
5271,2013-01-07,74,2466,25,xx-way,Packaging,Packaging,Film,"Detriot, MI",Film Not Intact,Rejected
5272,2014-12-31,90,20009,218,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Impact
5273,2014-12-31,299,47,30,Tamcan,Logistics,Logistics,Electrolytes,"Milwaukee, Wi",Short Walls,Impact
5274,2014-12-31,295,9,10,Zuntexon,Logistics,Logistics,Electrolytes,"Bangor, MI",Deformed Parts,Impact
5275,2014-12-30,82,2,240,Sanin,Logistics,Logistics,Controllers,Cincinnati OH,Wrong Tails,Impact
5276,2014-12-29,69,8010,300,Singleholdings,Mechanicals,Mechanicals,Raw Materials,"Green Bay, WI",Foreign Material,Impact
5277,2014-12-29,158,7103,10,Dentocity,Materials & Components,Materials & Components,Film,"Chicago, IL",Expired,Impact
5278,2014-12-24,300,45,120,Blueit,Logistics,Logistics,Carton,Cincinnati OH,Tops Short,Impact
5279,2014-12-22,134,11125,307,xx-bam,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Matts,Impact
5280,2014-12-21,69,23,33,K-is,Mechanicals,Mechanicals,Raw Materials,"Indianapolis, IN",Foreign Material,Impact
5281,2014-12-21,274,13,270,Sanin,Logistics,Logistics,Batteries,Cincinnati OH,Defective Rims,Impact
5282,2014-12-21,274,1,180,Sanin,Logistics,Logistics,Batteries,Cincinnati OH,Defective Rims,Impact
5283,2014-12-18,69,14908,120,Daltfax,Mechanicals,Mechanicals,Raw Materials,"Green Bay, WI",Foreign Material,Impact
5284,2014-12-18,34,890,30,Vaiataxon,Logistics,Logistics,Raw Materials,"Bangor, MI",Damaged Secondary Packaging,Impact
5285,2014-12-16,278,5140,40,Dentocity,Materials & Components,Materials & Components,Film,"Chicago, IL",Failed Tension Test,Impact
5286,2014-12-16,278,5042,22,Dentocity,Materials & Components,Materials & Components,Film,"Chicago, IL",Failed Tension Test,Impact
5287,2014-12-11,25,24,60,Sanin,Logistics,Logistics,Batteries,Cincinnati OH,Misc,Impact
5288,2014-12-03,69,29904,220,Zaamhouse,Mechanicals,Mechanicals,Raw Materials,"Green Bay, WI",Foreign Material,Impact
5289,2014-12-03,69,2937,200,Mathing,Mechanicals,Mechanicals,Raw Materials,"Green Bay, WI",Foreign Material,Impact
5290,2014-12-02,282,35244,30,Blueit,Logistics,Logistics,Carton,"Madison, WI",Bowed,Impact
5291,2014-11-30,25,32107,30,Recode,Mechanicals,Mechanicals,Composites,"Gary, IN",Misc,Impact
5292,2014-11-25,30,63,960,D-zohex,Logistics,Logistics,Controllers,"Bangor, MI",Foreign objects found,Impact
5293,2014-11-25,30,1,30,Sanin,Logistics,Logistics,Batteries,"Bangor, MI",Foreign objects found,Impact
5294,2014-11-23,282,37380,180,Blueit,Logistics,Logistics,Carton,"Davenport, IA",Bowed,Impact
5295,2014-11-20,179,4450,60,Recode,Mechanicals,Mechanicals,Carton,"Skokie, IL",Wrong Cut,Impact
5296,2014-11-20,109,534,54,Recode,Mechanicals,Mechanicals,Carton,"Green Bay, WI",Wrong Shade of Color,Impact
5297,2014-11-18,30,864,20,D-zohex,Logistics,Logistics,Controllers,"Bangor, MI",Foreign objects found,Impact
